distributionId,mintNum,tokenId,profit,recipient1,valueIncrease1,divident1,recipient2,valueIncrease2,divident2,recipient3,valueIncrease3,divident3,totalValueIncrease
493,3,493,0.2242,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,35,0.1249522293,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.07497133758,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02427643312,62.8
494,3,494,0.1813,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,26,0.07506050955,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.08660828025,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.01963121019,62.8
495,4,495,63,0x44A4753a2f9dAdeC74271890Ace8663434fAc3F5,173,2.622522163,,,,,,,4176.3991
496,4,496,43,0x27901De9EB53B79002F9C5AbA0Ce711134a60014,150,1.972312058,,,,,,,3283.6893
497,4,497,36,0x8Cad9562C5EECB80402d32E0Ac6718280Ee944F1,128,1.174815788,,,,,,,3973.95
498,4,498,51,0xd3ec83c956D074EA2E850109E119B3318b397Eb9,174,2.368824208,,,,,,,3733.3005
499,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,23,0.3487,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,41,0.6215,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.022,
500,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,22,0.3335,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.6822,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0114,
501,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,42,0.6367,0x5E984ba4Deecb7B63c487f516895734432abb307,40,0.6064,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.0379,
502,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.6822,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.4548,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0628,
503,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,13,0.1971,0x5E984ba4Deecb7B63c487f516895734432abb307,15,0.2274,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0179,
504,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,11,0.1667,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2577,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.0379,
505,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,46,0.6973,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,26,0.3941,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0087,
506,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,31,0.4699,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.4548,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.1031,
507,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,44,0.667,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.288,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0341,
508,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,46,0.6973,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2577,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.0265,
509,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,17,0.2577,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.4548,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.2527,
510,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,25,0.379,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.4245,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0341,
511,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,25,0.379,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.667,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.0931,
512,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,26,0.3941,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.2425,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.0931,
513,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,43,0.6518,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.5002,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0114,
514,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,43,0.6518,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.5002,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0179,
515,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,16,0.2425,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,43,0.6518,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.022,
516,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,26,0.3941,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2577,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.052,
517,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,11,0.1667,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.4548,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.0606,
518,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,40,0.6064,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,28,0.4245,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0087,
519,4,495,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,27,0.4093,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,35,0.5306,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0189,
520,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,41,0.6215,0x5E984ba4Deecb7B63c487f516895734432abb307,18,0.2729,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0114,
521,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,42,0.6367,0x5E984ba4Deecb7B63c487f516895734432abb307,29,0.4396,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0663,
522,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.3638,0x5E984ba4Deecb7B63c487f516895734432abb307,36,0.5457,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.0442,
523,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,44,0.667,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.6215,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0663,
524,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,38,0.576,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,23,0.3487,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0189,
525,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,37,0.5609,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.379,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0179,
526,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,18,0.2729,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,22,0.3335,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0087,
527,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.5154,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.288,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.2527,
528,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.1819,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.2274,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.0303,
529,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.2122,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.379,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0114,
530,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,33,0.5002,0x5E984ba4Deecb7B63c487f516895734432abb307,50,0.758,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0628,
531,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,49,0.7428,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.4548,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.022,
532,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,21,0.3183,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.3941,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0114,
533,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.5154,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.3032,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.0739,
534,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.1819,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.4093,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.052,
535,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,20,0.3032,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.5306,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0663,
536,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,12,0.1819,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,15,0.2274,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.022,
537,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,39,0.5912,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.4245,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.0442,
538,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,39,0.5912,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,12,0.1819,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.0796,
539,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,46,0.6973,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.1971,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.0739,
540,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,22,0.3335,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,42,0.6367,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.0303,
541,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,16,0.2425,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.3335,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.065,
542,4,495,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,34,0.5154,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.379,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.0512,
543,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,17,0.2577,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.5912,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0628,
544,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.576,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.7428,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0628,
545,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.5912,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,17,0.2577,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.0512,
546,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.4093,0x5E984ba4Deecb7B63c487f516895734432abb307,43,0.6518,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.0265,
547,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.6064,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.5002,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0663,
548,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,24,0.3638,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.3941,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0202,
549,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,48,0.7276,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.4699,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0114,
550,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.2122,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,31,0.4699,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.0985,
551,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,50,0.758,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,43,0.6518,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.1083,
552,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.2122,0x5E984ba4Deecb7B63c487f516895734432abb307,23,0.3487,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0179,
553,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.4093,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.4699,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0114,
554,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,37,0.5609,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.3032,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0087,
555,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,34,0.5154,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.4851,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0341,
556,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.2122,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,16,0.2425,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0114,
557,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,23,0.3487,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.7428,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.0442,
558,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,11,0.1667,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.288,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.0739,
559,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.6064,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.4699,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.091,
560,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.6064,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,49,0.7428,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.0796,
561,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,37,0.5609,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2577,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0202,
562,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.576,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,28,0.4245,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0189,
563,4,495,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,23,0.3487,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.2274,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,2,0.0303,
564,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.5917,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2235,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0296,
565,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,33,0.4339,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.3287,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.0808,
566,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,22,0.2893,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.4208,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0296,
567,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,23,0.3024,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.4734,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.0526,
568,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,29,0.3813,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.2367,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.0939,
569,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,31,0.4076,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,16,0.2104,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.069,
570,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,38,0.4997,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.2893,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0296,
571,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,37,0.4865,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,27,0.355,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.0894,
572,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,32,0.4208,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.6443,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.0808,
573,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,32,0.4208,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.1446,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.0789,
574,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,35,0.4602,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,34,0.4471,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0075,
575,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,35,0.4602,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.2498,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0155,
576,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,37,0.4865,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,45,0.5917,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.0939,
577,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,27,0.355,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.3945,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0575,
578,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,18,0.2367,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,37,0.4865,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.0444,
579,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,24,0.3156,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,14,0.1841,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.0263,
580,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,15,0.1972,0x5E984ba4Deecb7B63c487f516895734432abb307,10,0.1315,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.0808,
581,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,21,0.2761,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.3156,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.0329,
582,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,41,0.5391,0x5E984ba4Deecb7B63c487f516895734432abb307,12,0.1578,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.023,
583,4,496,,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,13,0.1709,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.4865,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0575,
584,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,31,0.4076,0x5E984ba4Deecb7B63c487f516895734432abb307,40,0.5259,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0175,
585,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,36,0.4734,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.2367,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.0263,
586,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.1841,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,26,0.3419,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0164,
587,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,38,0.4997,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.5128,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.0384,
588,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,30,0.3945,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,31,0.4076,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.0855,
589,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,23,0.3024,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.1709,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0175,
590,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,44,0.5785,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.1709,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.0384,
591,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,25,0.3287,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.2235,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0545,
592,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.1841,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,29,0.3813,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.0894,
593,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,13,0.1709,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.3682,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.0451,
594,4,496,,0x87a36616BD555d4A7c6132DFa8Cf474655503304,26,0.3419,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.4602,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0296,
595,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,21,0.2761,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.4734,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.069,
596,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,34,0.4471,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.5391,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.0329,
597,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,45,0.5917,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.1446,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.023,
598,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,47,0.618,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.6443,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0575,
599,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,49,0.6443,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.1709,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.0451,
600,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,32,0.4208,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.4339,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.0164,
601,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.4997,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,36,0.4734,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.0939,
602,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.263,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.4997,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0105,
603,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.263,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.5785,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0099,
604,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,44,0.5785,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.4734,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.0641,
605,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.355,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.3682,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.0789,
606,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.263,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,42,0.5522,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.069,
607,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,35,0.4602,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.1709,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.0444,
608,4,496,,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,16,0.2104,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,44,0.5785,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.0939,
